,latitude,longitude
147,37.8,-122.22
148,37.8,-122.22
149,37.8,-122.22
150,37.81,-122.22
151,37.81,-122.22
152,37.8,-122.23
153,37.81,-122.23
154,37.81,-122.22
155,37.81,-122.23
156,37.81,-122.24
157,37.81,-122.24
158,37.81,-122.23
159,37.81,-122.24
160,37.8,-122.24
161,37.8,-122.25
162,37.81,-122.24
163,37.81,-122.25
164,37.8,-122.25
165,37.8,-122.25
166,37.8,-122.25
167,37.8,-122.25
168,37.79,-122.24
169,37.79,-122.25
170,37.79,-122.25
171,37.79,-122.25
172,37.8,-122.25
173,37.8,-122.25
174,37.8,-122.24
175,37.8,-122.24
176,37.8,-122.24
177,37.8,-122.24
178,37.8,-122.23
179,37.8,-122.24
180,37.8,-122.24
181,37.8,-122.23
182,37.8,-122.23
183,37.8,-122.23
184,37.8,-122.23
185,37.79,-122.23
186,37.79,-122.23
187,37.79,-122.23
188,37.79,-122.24
189,37.79,-122.24
190,37.79,-122.24
191,37.79,-122.24
192,37.79,-122.25
193,37.79,-122.25
194,37.79,-122.25
195,37.8,-122.26
196,37.77,-122.22
197,37.77,-122.22
198,37.77,-122.23
199,37.78,-122.23
200,37.78,-122.23
201,37.78,-122.22
202,37.78,-122.23
203,37.78,-122.23
204,37.78,-122.23
205,37.79,-122.23
206,37.79,-122.23
207,37.79,-122.22
208,37.79,-122.23
209,37.79,-122.23
210,37.79,-122.22
211,37.79,-122.22
212,37.79,-122.21
213,37.79,-122.22
214,37.79,-122.22
215,37.79,-122.22
216,37.79,-122.2
217,37.79,-122.21
218,37.79,-122.21
219,37.79,-122.21
220,37.8,-122.21
221,37.8,-122.21
222,37.8,-122.2
223,37.8,-122.2
224,37.8,-122.21
225,37.8,-122.2
226,37.8,-122.21
227,37.8,-122.19
228,37.8,-122.19
229,37.79,-122.19
230,37.79,-122.2
231,37.8,-122.2
232,37.8,-122.19
233,37.79,-122.19
234,37.79,-122.19
235,37.79,-122.2
236,37.79,-122.2
237,37.79,-122.2
238,37.79,-122.21
239,37.79,-122.2
240,37.78,-122.21
241,37.78,-122.21
242,37.78,-122.21
243,37.78,-122.21
244,37.78,-122.22
245,37.78,-122.21
246,37.78,-122.21
247,37.77,-122.22
248,37.78,-122.22
249,37.78,-122.22
250,37.78,-122.22
251,37.76,-122.21
252,37.77,-122.21
253,37.77,-122.21
254,37.77,-122.2
255,37.77,-122.21
256,37.77,-122.21
257,37.77,-122.19
258,37.77,-122.2
259,37.77,-122.2
260,37.78,-122.2
261,37.78,-122.2
262,37.78,-122.2
263,37.77,-122.2
264,37.78,-122.21
265,37.78,-122.19
266,37.77,-122.19
267,37.77,-122.19
268,37.78,-122.19
269,37.78,-122.19
270,37.78,-122.18
271,37.78,-122.19
272,37.78,-122.19
273,37.78,-122.2
274,37.79,-122.18
275,37.79,-122.18
276,37.79,-122.18
277,37.79,-122.19
278,37.79,-122.19
279,37.81,-122.18
280,37.8,-122.18
281,37.8,-122.18
282,37.77,-122.13
283,37.79,-122.16
284,37.78,-122.17
285,37.77,-122.17
286,37.78,-122.18
287,37.78,-122.18
288,37.78,-122.17
289,37.78,-122.17
290,37.77,-122.16
291,37.77,-122.16
292,37.77,-122.16
293,37.77,-122.16
294,37.77,-122.17
295,37.77,-122.17
296,37.76,-122.17
297,37.76,-122.17
298,37.76,-122.18
299,37.76,-122.17
300,37.76,-122.18
301,37.76,-122.18
302,37.76,-122.18
303,37.77,-122.18
304,37.77,-122.18
305,37.76,-122.18
306,37.76,-122.19
307,37.77,-122.18
308,37.77,-122.18
309,37.77,-122.18
310,37.76,-122.19
311,37.76,-122.2
312,37.77,-122.19
313,37.77,-122.19
314,37.76,-122.19
315,37.76,-122.19
316,37.75,-122.2
317,37.76,-122.2
318,37.76,-122.19
319,37.75,-122.19
320,37.75,-122.19
321,37.76,-122.19
322,37.74,-122.19
323,37.74,-122.18
324,37.73,-122.19
325,37.74,-122.19
326,37.73,-122.19
327,37.73,-122.18
328,37.73,-122.18
329,37.73,-122.18
330,37.73,-122.18
331,37.74,-122.17
332,37.74,-122.17
333,37.74,-122.17
334,37.73,-122.17
335,37.74,-122.18
336,37.74,-122.17
337,37.74,-122.17
338,37.74,-122.18
339,37.75,-122.18
340,37.75,-122.18
341,37.75,-122.17
342,37.75,-122.18
343,37.75,-122.19
344,37.75,-122.18
345,37.75,-122.18
346,37.76,-122.17
347,37.75,-122.17
348,37.75,-122.17
349,37.75,-122.17
350,37.75,-122.17
351,37.76,-122.16
352,37.75,-122.16
353,37.75,-122.17
354,37.76,-122.17
355,37.76,-122.16
356,37.76,-122.16
357,37.76,-122.15
358,37.77,-122.14
359,37.76,-122.14
360,37.76,-122.13
361,37.75,-122.12
362,37.75,-122.12
363,37.75,-122.14
364,37.75,-122.14
365,37.75,-122.13
366,37.75,-122.13
367,37.74,-122.13
368,37.75,-122.16
369,37.75,-122.15
370,37.75,-122.15
371,37.74,-122.15
372,37.75,-122.16
373,37.75,-122.16
374,37.74,-122.15
375,37.74,-122.15
376,37.75,-122.16
377,37.75,-122.16
378,37.74,-122.17
379,37.75,-122.17
380,37.74,-122.16
381,37.74,-122.16
382,37.74,-122.16
383,37.74,-122.16
384,37.74,-122.16
385,37.9,-122.29
386,37.9,-122.29
387,37.89,-122.29
388,37.9,-122.3
389,37.89,-122.29
390,37.89,-122.3
391,37.9,-122.3
392,37.89,-122.3
393,37.89,-122.3
394,37.89,-122.33
395,37.88,-122.34
396,37.89,-122.29
397,37.88,-122.29
398,37.89,-122.29
399,37.89,-122.29
400,37.88,-122.28
401,37.89,-122.29
402,37.9,-122.27
403,37.9,-122.26
404,37.9,-122.27
405,37.9,-122.27
406,37.9,-122.27
407,37.89,-122.27
408,37.9,-122.28
409,37.9,-122.28
410,37.9,-122.28
411,37.89,-122.28
412,37.89,-122.28
413,37.89,-122.28
414,37.89,-122.28
415,37.89,-122.27
416,37.89,-122.27
417,37.9,-122.26
418,37.89,-122.25
419,37.89,-122.26
420,37.89,-122.26
421,37.89,-122.25
422,37.89,-122.25
423,37.88,-122.26
424,37.88,-122.26
425,37.88,-122.27
426,37.88,-122.27
427,37.88,-122.27
428,37.88,-122.28
429,37.88,-122.28
430,37.88,-122.28
431,37.88,-122.29
432,37.88,-122.29
433,37.88,-122.29
434,37.88,-122.29
435,37.88,-122.3
436,37.88,-122.3
437,37.87,-122.3
438,37.86,-122.3
439,37.85,-122.29
440,37.88,-122.3
441,37.87,-122.3
442,37.88,-122.28
443,37.87,-122.28
444,37.87,-122.28
445,37.87,-122.29
446,37.87,-122.29
447,37.88,-122.28
448,37.87,-122.28
449,37.87,-122.28
450,37.88,-122.27
451,37.87,-122.27
452,37.88,-122.27
453,37.88,-122.26
454,37.88,-122.26
455,37.88,-122.26
456,37.87,-122.25
457,37.87,-122.25
458,37.87,-122.25
459,37.87,-122.25
460,37.87,-122.26
461,37.87,-122.26
462,37.87,-122.27
463,37.87,-122.27
464,37.87,-122.27
465,37.86,-122.28
466,37.87,-122.28
467,37.87,-122.28
468,37.87,-122.29
469,37.87,-122.29
470,37.86,-122.29
471,37.86,-122.28
472,37.87,-122.29
473,37.86,-122.29
474,37.86,-122.28
475,37.86,-122.28
476,37.85,-122.28
477,37.86,-122.27
478,37.86,-122.28
479,37.86,-122.28
480,37.86,-122.28
481,37.86,-122.27
482,37.86,-122.27
483,37.86,-122.27
484,37.86,-122.27
485,37.86,-122.26
486,37.86,-122.26
487,37.86,-122.26
488,37.86,-122.26
489,37.86,-122.25
490,37.86,-122.25
491,37.86,-122.25
492,37.86,-122.25
493,37.86,-122.24
494,37.85,-122.24
495,37.86,-122.25
496,37.85,-122.26
497,37.85,-122.27
498,37.85,-122.27
499,37.85,-122.27
500,37.85,-122.27
501,37.85,-122.27
502,37.85,-122.27
503,37.85,-122.28
504,37.85,-122.28
505,37.85,-122.28
506,37.84,-122.29
507,37.83,-122.28
508,37.84,-122.3
509,37.83,-122.23
510,37.82,-122.22
511,37.82,-122.22
512,37.82,-122.23
513,37.82,-122.23
514,37.82,-122.23
515,37.83,-122.24
516,37.83,-122.24
517,37.82,-122.23
518,37.82,-122.24
519,37.82,-122.25
520,37.76,-122.23
521,37.76,-122.23
522,37.76,-122.23
523,37.77,-122.24
524,37.77,-122.23
525,37.77,-122.24
526,37.77,-122.25
527,37.77,-122.25
528,37.77,-122.25
529,37.77,-122.25
530,37.78,-122.26
531,37.78,-122.26
532,37.78,-122.27
533,37.78,-122.27
534,37.78,-122.27
535,37.78,-122.27
536,37.79,-122.28
537,37.77,-122.3
538,37.78,-122.28
539,37.78,-122.29
540,37.77,-122.28
541,37.77,-122.28
542,37.76,-122.29
543,37.78,-122.28
544,37.77,-122.26
545,37.77,-122.27
546,37.77,-122.27
547,37.77,-122.27
548,37.77,-122.27
549,37.77,-122.25
550,37.77,-122.26
551,37.77,-122.26
552,37.77,-122.26
553,37.77,-122.26
554,37.77,-122.26
555,37.77,-122.24
556,37.77,-122.25
557,37.76,-122.23
558,37.76,-122.23
559,37.76,-122.24
560,37.76,-122.24
561,37.76,-122.23
562,37.75,-122.23
563,37.75,-122.24
564,37.75,-122.24
565,37.76,-122.24
566,37.76,-122.24
567,37.76,-122.24
568,37.73,-122.24
569,37.74,-122.25
570,37.72,-122.24
571,37.73,-122.27
572,37.76,-122.25
573,37.74,-122.27
574,37.77,-122.27
575,37.75,-122.28
576,37.77,-122.06
577,37.73,-122.06
578,37.71,-122.06
579,37.71,-122.07
580,37.71,-122.07
581,37.72,-122.07
582,37.72,-122.08
583,37.72,-122.08
584,37.71,-122.08
585,37.71,-122.09
586,37.72,-122.1
587,37.71,-122.11
588,37.7,-122.1
589,37.69,-122.1
590,37.71,-122.09
591,37.7,-122.09
592,37.71,-122.1
593,37.7,-122.09
594,37.71,-122.08
595,37.71,-122.08
596,37.7,-122.08
597,37.7,-122.07
598,37.7,-122.06
599,37.7,-122.06
600,37.7,-122.07
601,37.7,-122.08
602,37.7,-122.09
603,37.69,-122.07
604,37.69,-122.08
605,37.69,-122.07
606,37.69,-122.08
607,37.69,-122.08
608,37.68,-122.08
609,37.68,-122.08
610,37.69,-122.09
611,37.74,-122.15
612,37.74,-122.14
613,37.73,-122.14
614,37.74,-122.15
615,37.73,-122.16
616,37.74,-122.15
617,37.73,-122.15
618,37.73,-122.15
619,37.73,-122.17
620,37.73,-122.16
621,37.73,-122.17
622,37.73,-122.16
623,37.72,-122.18
624,37.71,-122.18
625,37.71,-122.17
626,37.7,-122.18
627,37.7,-122.18
628,37.71,-122.19
629,37.72,-122.17
630,37.72,-122.17
631,37.72,-122.17
632,37.72,-122.16
633,37.72,-122.17
634,37.71,-122.16
635,37.71,-122.16
636,37.72,-122.16
637,37.73,-122.15
638,37.72,-122.15
639,37.72,-122.15
640,37.72,-122.15
641,37.73,-122.14
642,37.73,-122.14
643,37.73,-122.14
644,37.73,-122.13
645,37.72,-122.13
646,37.72,-122.13
647,37.71,-122.12
648,37.72,-122.13
649,37.72,-122.14
650,37.72,-122.14
651,37.72,-122.13
652,37.71,-122.13
653,37.71,-122.13
654,37.71,-122.15
655,37.71,-122.14
656,37.71,-122.14
657,37.7,-122.13
658,37.7,-122.13
659,37.71,-122.15
660,37.7,-122.15
661,37.7,-122.14
662,37.7,-122.13
663,37.69,-122.13
664,37.7,-122.14
665,37.7,-122.16
666,37.69,-122.14
667,37.69,-122.15
668,37.69,-122.15
669,37.7,-122.15
670,37.69,-122.16
671,37.7,-122.16
672,37.7,-122.16
673,37.7,-122.17
674,37.68,-122.16
675,37.69,-122.17
676,37.68,-122.18
677,37.69,-122.16
678,37.69,-122.15
679,37.68,-122.15
680,37.68,-122.15
681,37.69,-122.15
682,37.69,-122.14
683,37.68,-122.14
684,37.68,-122.14
685,37.69,-122.1
686,37.69,-122.12
687,37.69,-122.13
688,37.71,-122.12
689,37.7,-122.12
690,37.7,-122.12
691,37.69,-122.12
692,37.7,-122.12
693,37.7,-122.11
694,37.7,-122.11
695,37.7,-122.11
696,37.69,-122.1
697,37.69,-122.11
698,37.69,-122.11
699,37.69,-122.12
700,37.69,-122.03
701,37.64,-121.97
702,37.63,-122.02
703,37.63,-122.04
704,37.63,-122.05
705,37.66,-122.04
706,37.65,-122.04
707,37.68,-122.05
708,37.68,-122.07
709,37.68,-122.06
710,37.68,-122.08
711,37.68,-122.08
712,37.67,-122.08
713,37.67,-122.09
714,37.68,-122.09
715,37.69,-122.09
716,37.68,-122.09
717,37.68,-122.09
718,37.68,-122.09
719,37.68,-122.1
720,37.68,-122.1
721,37.68,-122.11
722,37.68,-122.1
723,37.67,-122.1
724,37.68,-122.1
725,37.68,-122.12
726,37.68,-122.12
727,37.68,-122.12
728,37.67,-122.11
729,37.68,-122.12
730,37.68,-122.13
731,37.68,-122.13
732,37.68,-122.13
733,37.68,-122.14
734,37.67,-122.14
735,37.67,-122.15
736,37.67,-122.14
737,37.67,-122.13
738,37.67,-122.14
739,37.67,-122.14
740,37.67,-122.13
741,37.67,-122.12
742,37.67,-122.13
743,37.67,-122.11
744,37.67,-122.11
745,37.67,-122.09
746,37.67,-122.09
747,37.66,-122.09
748,37.66,-122.09
749,37.68,-122.05
750,37.67,-122.06
751,37.67,-122.07
752,37.67,-122.07
753,37.67,-122.07
754,37.67,-122.04
755,37.67,-122.04
756,37.66,-122.04
757,37.66,-122.07
758,37.66,-122.07
759,37.66,-122.08
760,37.65,-122.07
761,37.65,-122.08
762,37.65,-122.08
763,37.66,-122.08
764,37.66,-122.1
765,37.66,-122.1
766,37.66,-122.1
767,37.65,-122.09
768,37.65,-122.09
769,37.65,-122.09
770,37.66,-122.1
771,37.66,-122.11
772,37.66,-122.1
773,37.66,-122.11
774,37.66,-122.11
775,37.65,-122.1
776,37.64,-122.1
777,37.65,-122.1
778,37.65,-122.1
779,37.65,-122.12
780,37.63,-122.1
781,37.61,-122.1
782,37.66,-122.13
783,37.65,-122.11
784,37.64,-122.11
785,37.64,-122.11
786,37.64,-122.12
787,37.63,-122.09
788,37.64,-122.09
789,37.63,-122.1
790,37.64,-122.08
791,37.64,-122.08
792,37.64,-122.09
793,37.64,-122.09
794,37.64,-122.08
795,37.64,-122.08
796,37.63,-122.08
797,37.63,-122.08
798,37.64,-122.08
799,37.64,-122.07
800,37.63,-122.07
801,37.64,-122.07
802,37.64,-122.06
803,37.64,-122.06
804,37.65,-122.06
805,37.64,-122.06
806,37.63,-122.04
807,37.62,-122.03
808,37.62,-122.03
809,37.62,-122.04
810,37.62,-122.04
811,37.62,-122.04
812,37.62,-122.03
813,37.61,-122.03
814,37.61,-122.03
815,37.61,-122.04
816,37.62,-122.04
817,37.63,-122.08
818,37.62,-122.08
819,37.63,-122.07
820,37.63,-122.07
821,37.63,-122.06
822,37.63,-122.06
823,37.61,-122.05
824,37.63,-122.08
825,37.63,-122.08
826,37.63,-122.09
827,37.63,-122.09
828,37.62,-122.08
829,37.61,-122.08
830,37.61,-121.99
831,37.6,-122.02
832,37.6,-122.02
833,37.6,-122.02
834,37.6,-122.02
835,37.61,-122.03
836,37.6,-122.04
837,37.6,-122.06
838,37.61,-122.08
839,37.6,-122.06
840,37.6,-122.06
841,37.59,-122.08
842,37.59,-122.07
843,37.58,-122.08
844,37.58,-122.07
845,37.58,-122.07
846,37.58,-122.08
847,37.59,-122.07
848,37.58,-122.07
849,37.59,-122.04
850,37.59,-122.05
851,37.6,-122.03
852,37.59,-122.02
853,37.59,-122.03
854,37.59,-122.01
855,37.58,-122.02
856,37.58,-122.01
857,37.6,-122.09
858,37.6,-122.08
859,37.57,-121.97
860,37.58,-121.96
861,37.58,-121.98
862,37.58,-121.99
863,37.58,-122.0
864,37.57,-122.01
865,37.58,-122.04
866,37.57,-122.04
867,37.57,-122.07
868,37.58,-122.06
869,37.57,-122.05
870,37.49,-121.93
871,37.52,-122.07
872,37.56,-122.02
873,37.56,-122.02
874,37.56,-122.03
875,37.56,-122.03
876,37.56,-122.01
877,37.55,-122.01
878,37.55,-122.02
879,37.56,-122.01
880,37.56,-121.99
881,37.56,-121.99
882,37.55,-121.96
883,37.56,-121.97
884,37.54,-121.97
885,37.55,-121.97
886,37.54,-121.98
887,37.55,-121.99
888,37.56,-121.94
889,37.55,-121.95
890,37.54,-121.93
891,37.54,-121.94
892,37.53,-121.94
893,37.54,-121.95
894,37.54,-121.94
895,37.54,-121.96
896,37.53,-121.96
897,37.53,-121.96
898,37.53,-121.96
899,37.54,-121.97
900,37.53,-121.97
901,37.53,-121.97
902,37.53,-121.98
903,37.53,-121.98
904,37.54,-121.99
905,37.54,-121.99
906,37.54,-121.99
907,37.55,-121.99
908,37.54,-122.0
909,37.55,-122.01
910,37.55,-122.0
911,37.54,-122.01
912,37.54,-122.0
913,37.53,-122.01
914,37.53,-121.99
915,37.52,-121.97
916,37.51,-121.97
917,37.52,-121.97
918,37.52,-121.95
919,37.51,-121.96
920,37.52,-121.96
921,37.53,-121.93
922,37.53,-121.92
923,37.49,-121.89
924,37.49,-121.92
925,37.48,-121.92
926,37.47,-121.92
927,37.47,-121.91
928,37.55,-122.03
929,37.55,-122.03
930,37.55,-122.04
931,37.54,-122.04
932,37.54,-122.05
933,37.55,-122.05
934,37.53,-122.04
935,37.5,-122.04
936,37.54,-122.06
937,37.54,-122.03
938,37.54,-122.03
939,37.53,-122.04
940,37.54,-122.02
941,37.54,-122.03
942,37.53,-122.03
943,37.53,-122.01
944,37.53,-122.02
945,37.51,-122.0
946,37.72,-121.92
947,37.72,-121.92
948,37.71,-121.91
949,37.72,-121.93
950,37.72,-121.93
951,37.71,-121.93
952,37.71,-121.94
953,37.71,-121.96
954,37.64,-121.92
955,37.66,-121.93
956,37.69,-121.92
957,37.66,-121.9
958,37.68,-121.92
959,37.7,-121.93
960,37.69,-121.91
961,37.68,-121.91
962,37.68,-121.91
963,37.69,-121.91
964,37.68,-121.89
965,37.68,-121.88
966,37.68,-121.89
967,37.67,-121.88
968,37.67,-121.88
969,37.67,-121.89
970,37.67,-121.89
971,37.67,-121.9
972,37.67,-121.9
973,37.66,-121.88
974,37.66,-121.87
975,37.66,-121.87
976,37.66,-121.89
977,37.64,-121.88
978,37.57,-121.87
979,37.67,-121.87
980,37.67,-121.87
981,37.68,-121.85
982,37.66,-121.85
983,37.66,-121.86
984,37.66,-121.87
985,37.66,-121.84
986,37.72,-121.85
987,37.73,-121.82
988,37.7,-121.86
989,37.69,-121.89
990,37.65,-121.77
991,37.61,-121.62
992,37.77,-121.61
993,37.7,-121.72
994,37.71,-121.73
995,37.71,-121.75
996,37.74,-121.77
997,37.7,-121.8
998,37.69,-121.8
999,37.69,-121.82
1000,37.69,-121.76
1001,37.68,-121.77
1002,37.69,-121.78
1003,37.69,-121.78
1004,37.69,-121.79
1005,37.7,-121.76
1006,37.69,-121.75
1007,37.68,-121.75
1008,37.68,-121.76
1009,37.68,-121.76
1010,37.68,-121.73
1011,37.68,-121.78
1012,37.68,-121.77
1013,37.68,-121.76
1014,37.68,-121.77
1015,37.67,-121.77
1016,37.67,-121.76
1017,37.67,-121.78
1018,37.67,-121.79
1019,37.67,-121.78
1020,37.66,-121.78
1021,37.66,-121.79
1022,38.69,-119.78
1023,38.72,-119.93
1024,38.52,-120.0
1025,38.48,-120.56
1026,38.45,-120.59
1027,38.46,-120.55
1028,38.45,-120.55
1029,38.43,-120.55
1030,38.55,-120.25
1031,38.54,-120.79
1032,38.51,-120.8
1033,38.5,-120.65
1034,38.47,-120.76
1035,38.45,-120.88
1036,38.43,-120.79
1037,38.44,-120.69
1038,38.5,-120.93
1039,38.42,-120.97
1040,38.37,-120.87
1041,38.34,-120.98
1042,38.32,-120.88
1043,38.26,-120.93
1044,38.42,-120.72
1045,38.38,-120.77
1046,38.38,-120.72
1047,38.4,-120.66
1048,38.42,-120.65
1049,38.39,-120.62
1050,38.36,-120.69
1051,38.34,-120.71
1052,38.31,-120.8
1053,39.76,-121.83
1054,39.76,-121.82
1055,39.78,-121.86
1056,39.77,-121.85
1057,39.76,-121.84
1058,39.76,-121.86
1059,39.76,-121.89
1060,39.74,-121.88
1061,39.75,-121.87
1062,39.75,-121.86
1063,39.74,-121.87
1064,39.75,-121.85
1065,39.74,-121.85
1066,39.74,-121.85
1067,39.73,-121.85
1068,39.73,-121.85
1069,39.74,-121.86
1070,39.75,-121.84
1071,39.74,-121.84
1072,39.74,-121.83
1073,39.75,-121.8
1074,39.75,-121.82
1075,39.75,-121.82
1076,39.75,-121.8
1077,39.73,-121.79
1078,39.71,-121.78
1079,39.73,-121.82
1080,39.73,-121.84
1081,39.73,-121.84
1082,39.73,-121.84
1083,39.72,-121.84
1084,39.73,-121.84
1085,39.73,-121.83
1086,39.72,-121.85
1087,39.72,-121.83
1088,39.7,-121.81
1089,39.73,-121.82
1090,39.72,-121.82
1091,39.71,-121.81
1092,39.82,-121.87
1093,39.71,-121.89
1094,39.79,-121.97
1095,39.68,-121.84
1096,39.64,-121.8
1097,39.66,-121.77
1098,39.59,-121.74
1099,39.59,-121.9
1100,39.88,-121.75
1101,39.82,-121.68
1102,40.06,-121.54
1103,39.97,-121.51
1104,39.86,-121.59
1105,39.83,-121.58
1106,39.8,-121.6
1107,39.79,-121.62
1108,39.82,-121.59
1109,39.83,-121.6
1110,39.82,-121.63
1111,39.79,-121.6
1112,39.79,-121.59
1113,39.78,-121.59
1114,39.78,-121.59
1115,39.77,-121.6
1116,39.77,-121.61
1117,39.78,-121.63
1118,39.8,-121.57
1119,39.78,-121.57
1120,39.77,-121.59
1121,39.79,-121.58
1122,39.76,-121.57
1123,39.76,-121.58
1124,39.76,-121.58
1125,39.75,-121.59
1126,39.77,-121.6
1127,39.76,-121.6
1128,39.76,-121.61
1129,39.77,-121.62
1130,39.76,-121.65
1131,39.76,-121.63
1132,39.76,-121.62
1133,39.75,-121.62
1134,39.75,-121.63
1135,39.74,-121.64
1136,39.71,-121.71
1137,39.66,-121.66
1138,39.69,-121.56
1139,39.74,-121.57
1140,39.74,-121.59
1141,39.75,-121.6
1142,39.68,-121.6
1143,39.83,-121.5
1144,39.72,-121.41
1145,39.61,-121.39
1146,39.65,-121.24
1147,39.55,-121.19
1148,39.52,-121.36
1149,39.52,-121.56
1150,39.52,-121.56
1151,39.53,-121.56
1152,39.6,-121.54
1153,39.54,-121.46
1154,39.52,-121.49
1155,39.5,-121.44
1156,39.49,-121.47
1157,39.51,-121.47
1158,39.53,-121.53
1159,39.52,-121.53
1160,39.52,-121.53
1161,39.51,-121.54
1162,39.51,-121.52
1163,39.51,-121.55
1164,39.51,-121.55
1165,39.51,-121.55
1166,39.51,-121.56
1167,39.51,-121.56
1168,39.5,-121.57
1169,39.52,-121.58
1170,39.51,-121.58
1171,39.5,-121.58
1172,39.5,-121.62
1173,39.52,-121.61
1174,39.53,-121.65
1175,39.48,-121.57
1176,39.5,-121.55
1177,39.5,-121.54
1178,39.49,-121.53
1179,39.48,-121.54
1180,39.47,-121.54
1181,39.48,-121.55
1182,39.49,-121.49
1183,39.5,-121.52
1184,39.49,-121.52
1185,39.48,-121.52
1186,39.45,-121.55
1187,39.44,-121.53
1188,39.44,-121.55
1189,39.43,-121.52
1190,39.4,-121.46
1191,39.39,-121.39
1192,39.33,-121.54
1193,39.39,-121.59
1194,39.37,-121.67
1195,39.35,-121.65
1196,39.34,-121.67
1197,39.32,-121.65
1198,39.36,-121.69
1199,39.37,-121.7
1200,39.36,-121.7
1201,39.36,-121.7
1202,39.36,-121.69
1203,39.38,-121.74
1204,39.33,-121.8
1205,39.42,-121.71
1206,39.41,-121.71
1207,39.4,-121.75
1208,39.48,-121.79
1209,38.15,-120.46
1210,38.12,-120.55
1211,38.09,-120.56
1212,38.07,-120.55
1213,38.07,-120.54
1214,37.97,-120.67
1215,38.09,-120.46
1216,38.24,-120.79
1217,38.2,-120.9
1218,38.16,-120.88
1219,38.11,-120.91
1220,38.12,-120.76
1221,38.28,-120.65
1222,38.24,-120.72
1223,38.19,-120.67
1224,38.2,-120.57
1225,38.25,-120.43
1226,38.39,-120.56
1227,38.41,-120.54
1228,38.42,-120.42
1229,38.33,-120.41
1230,38.31,-120.55
1231,38.35,-120.57
1232,38.21,-120.36
1233,38.23,-120.34
1234,38.26,-120.33
1235,38.25,-120.34
1236,38.23,-120.37
1237,38.25,-120.37
1238,38.29,-120.27
1239,38.31,-120.27
1240,38.42,-120.19
1241,39.03,-121.91
1242,38.99,-122.0
1243,39.0,-122.13
1244,39.15,-121.99
1245,39.22,-122.04
1246,39.25,-122.08
1247,39.1,-122.33
